month,loan_id,product,region,branch,disbursed_amount,outstanding_amount,dpd,due_date,payment_date,is_paid,customer_segment,charge_off_flag
2025-04-01,L00389,Home Loan,East,B010,530209,478653,0,2025-04-02,2025-04-13,0,Prime,0
2025-05-01,L00389,Home Loan,East,B010,530209,471484,0,2025-05-25,2025-05-16,1,Prime,0
2025-06-01,L00389,Home Loan,East,B010,530209,457443,0,2025-06-05,2025-06-06,0,Prime,0
2025-07-01,L00389,Home Loan,East,B010,530209,449062,0,2025-07-04,2025-07-28,0,Prime,0
2025-08-01,L00389,Home Loan,East,B010,530209,443572,0,2025-08-07,2025-08-10,0,Prime,0
2025-09-01,L00389,Home Loan,East,B010,530209,443572,0,2025-09-23,,0,Prime,0
2025-10-01,L00389,Home Loan,East,B010,530209,430209,0,2025-10-20,2025-10-17,1,Prime,0
2024-11-01,L00390,Personal Loan,East,B007,163262,163262,0,2024-11-12,,0,Standard,0
2024-12-01,L00390,Personal Loan,East,B007,163262,160770,0,2024-12-03,2024-12-16,0,Standard,0
2025-01-01,L00390,Personal Loan,East,B007,163262,157670,0,2025-01-17,2025-01-14,1,Standard,0
2025-02-01,L00390,Personal Loan,East,B007,163262,155764,0,2025-02-25,2025-02-04,1,Standard,0
2025-03-01,L00390,Personal Loan,East,B007,163262,152939,0,2025-03-12,2025-03-26,0,Standard,0
2025-04-01,L00390,Personal Loan,East,B007,163262,152939,0,2025-04-08,,0,Standard,0
2025-05-01,L00390,Personal Loan,East,B007,163262,151254,0,2025-05-15,2025-05-05,1,Standard,0
2025-06-01,L00390,Personal Loan,East,B007,163262,151254,0,2025-06-27,,0,Standard,0
2025-07-01,L00390,Personal Loan,East,B007,163262,148048,0,2025-07-25,2025-07-16,1,Standard,0
2025-08-01,L00390,Personal Loan,East,B007,163262,144596,0,2025-08-04,2025-08-23,0,Standard,0
2025-09-01,L00390,Personal Loan,East,B007,163262,142039,0,2025-09-27,2025-09-12,1,Standard,0
2025-10-01,L00390,Personal Loan,East,B007,163262,138236,0,2025-10-28,2025-10-09,1,Standard,0
2024-11-01,L00391,Personal Loan,North,B006,287695,283117,0,2024-11-01,2024-11-11,0,Standard,0
2024-12-01,L00391,Personal Loan,North,B006,287695,276998,0,2024-12-24,2024-12-22,1,Standard,0
2025-01-01,L00391,Personal Loan,North,B006,287695,276998,0,2025-01-19,,0,Standard,0
2025-02-01,L00391,Personal Loan,North,B006,287695,273561,0,2025-02-16,2025-02-13,1,Standard,0
2025-03-01,L00391,Personal Loan,North,B006,287695,273561,0,2025-03-26,,0,Standard,0
2025-04-01,L00391,Personal Loan,North,B006,287695,269010,0,2025-04-01,2025-04-03,0,Standard,0
2025-05-01,L00391,Personal Loan,North,B006,287695,269010,0,2025-05-20,,0,Standard,0
2025-06-01,L00391,Personal Loan,North,B006,287695,262875,0,2025-06-09,2025-06-19,0,Standard,0
2025-07-01,L00391,Personal Loan,North,B006,287695,259120,0,2025-07-09,2025-07-13,0,Standard,0
2025-08-01,L00391,Personal Loan,North,B006,287695,251649,0,2025-08-12,2025-08-20,0,Standard,0
2025-09-01,L00391,Personal Loan,North,B006,287695,251649,0,2025-09-15,,0,Standard,0
2025-10-01,L00391,Personal Loan,North,B006,287695,243613,0,2025-10-08,2025-10-08,1,Standard,0
2024-11-01,L00392,Auto Loan,South,B003,177991,177991,0,2024-11-28,,0,Prime,0
2024-12-01,L00392,Auto Loan,South,B003,177991,173271,0,2024-12-17,2024-12-02,1,Prime,0
2025-01-01,L00392,Auto Loan,South,B003,177991,169687,0,2025-01-21,2025-01-28,0,Prime,0
2025-02-01,L00392,Auto Loan,South,B003,177991,165381,0,2025-02-14,2025-02-02,1,Prime,0
2025-03-01,L00392,Auto Loan,South,B003,177991,161725,0,2025-03-07,2025-03-16,0,Prime,0
2025-04-01,L00392,Auto Loan,South,B003,177991,157963,0,2025-04-21,2025-04-19,1,Prime,0
2025-05-01,L00392,Auto Loan,South,B003,177991,154007,0,2025-05-11,2025-05-13,0,Prime,0
2025-06-01,L00392,Auto Loan,South,B003,177991,154007,0,2025-06-28,,0,Prime,0
2025-07-01,L00392,Auto Loan,South,B003,177991,154007,0,2025-07-26,,0,Prime,0
2025-08-01,L00392,Auto Loan,South,B003,177991,151977,0,2025-08-27,2025-08-24,1,Prime,0
2025-09-01,L00392,Auto Loan,South,B003,177991,149392,0,2025-09-03,2025-09-02,1,Prime,0
2025-10-01,L00392,Auto Loan,South,B003,177991,149257,0,2025-10-04,,0,Prime,0
2024-11-01,L00393,Education Loan,Central,B007,260920,257014,0,2024-11-26,2024-11-25,1,Subprime,0
2024-12-01,L00393,Education Loan,Central,B007,260920,249549,0,2024-12-03,2024-12-15,0,Subprime,0
2025-01-01,L00393,Education Loan,Central,B007,260920,249549,0,2025-01-19,,0,Subprime,0
2025-02-01,L00393,Education Loan,Central,B007,260920,245295,0,2025-02-26,2025-02-24,1,Subprime,0
2025-03-01,L00393,Education Loan,Central,B007,260920,238896,0,2025-03-22,2025-03-10,1,Subprime,0
2025-04-01,L00393,Education Loan,Central,B007,260920,231232,0,2025-04-25,2025-04-03,1,Subprime,0
2025-05-01,L00393,Education Loan,Central,B007,260920,225932,0,2025-05-03,2025-05-03,1,Subprime,0
2025-06-01,L00393,Education Loan,Central,B007,260920,221695,0,2025-06-28,2025-06-04,1,Subprime,0
2025-07-01,L00393,Education Loan,Central,B007,260920,218269,0,2025-07-03,2025-07-08,0,Subprime,0
2025-08-01,L00393,Education Loan,Central,B007,260920,214033,0,2025-08-19,2025-08-10,1,Subprime,0
2025-09-01,L00393,Education Loan,Central,B007,260920,207289,0,2025-09-01,2025-09-09,0,Subprime,0
2025-10-01,L00393,Education Loan,Central,B007,260920,200414,0,2025-10-15,2025-10-22,0,Subprime,0
2024-11-01,L00394,Education Loan,East,B015,909580,909580,0,2024-11-26,,0,Standard,0
2024-12-01,L00394,Education Loan,East,B015,909580,909580,0,2024-12-05,,0,Standard,0
2025-01-01,L00394,Education Loan,East,B015,909580,892208,0,2025-01-20,2025-01-02,1,Standard,0
2025-02-01,L00394,Education Loan,East,B015,909580,892208,0,2025-02-28,,0,Standard,0
2025-03-01,L00394,Education Loan,East,B015,909580,892208,0,2025-03-20,,0,Standard,0
2025-04-01,L00394,Education Loan,East,B015,909580,892208,30,2025-04-08,,0,Standard,0
2025-05-01,L00394,Education Loan,East,B015,909580,892208,0,2025-05-24,,0,Standard,0
2025-06-01,L00394,Education Loan,East,B015,909580,888418,0,2025-06-13,,0,Standard,0
2025-07-01,L00394,Education Loan,East,B015,909580,888418,30,2025-07-06,,0,Standard,0
2025-08-01,L00394,Education Loan,East,B015,909580,878495,0,2025-08-03,2025-08-18,0,Standard,0
2025-09-01,L00394,Education Loan,East,B015,909580,868741,0,2025-09-08,2025-09-27,0,Standard,0
2025-10-01,L00394,Education Loan,East,B015,909580,852242,0,2025-10-13,2025-10-10,1,Standard,0
2024-11-01,L00395,Auto Loan,South,B008,452676,444159,0,2024-11-10,2024-11-09,1,Standard,0
2024-12-01,L00395,Auto Loan,South,B008,452676,436205,0,2024-12-20,2024-12-18,1,Standard,0
2025-01-01,L00395,Auto Loan,South,B008,452676,429394,0,2025-01-17,2025-01-17,1,Standard,0
2025-02-01,L00395,Auto Loan,South,B008,452676,423903,0,2025-02-21,2025-02-26,0,Standard,0
2025-03-01,L00395,Auto Loan,South,B008,452676,423741,0,2025-03-15,,0,Standard,0
2025-04-01,L00395,Auto Loan,South,B008,452676,416379,0,2025-04-28,2025-04-16,1,Standard,0
2025-05-01,L00395,Auto Loan,South,B008,452676,407832,0,2025-05-26,2025-05-02,1,Standard,0
2025-06-01,L00395,Auto Loan,South,B008,452676,396937,0,2025-06-03,2025-06-19,0,Standard,0
2025-07-01,L00395,Auto Loan,South,B008,452676,390870,0,2025-07-02,2025-07-01,1,Standard,0
2025-08-01,L00395,Auto Loan,South,B008,452676,390870,0,2025-08-03,,0,Standard,0
2025-09-01,L00395,Auto Loan,South,B008,452676,384232,0,2025-09-15,2025-09-08,1,Standard,0
2025-10-01,L00395,Auto Loan,South,B008,452676,371326,0,2025-10-19,2025-10-23,0,Standard,0
2024-11-01,L00396,Gold Loan,West,B001,502614,495466,0,2024-11-25,2024-11-27,0,Subprime,0
2024-12-01,L00396,Gold Loan,West,B001,502614,495466,0,2024-12-01,,0,Subprime,0
2025-01-01,L00396,Gold Loan,West,B001,502614,484143,0,2025-01-19,2025-01-13,1,Subprime,0
2025-02-01,L00396,Gold Loan,West,B001,502614,472951,0,2025-02-13,2025-02-24,0,Subprime,0
2025-03-01,L00396,Gold Loan,West,B001,502614,472951,0,2025-03-04,,0,Subprime,0
2025-04-01,L00396,Gold Loan,West,B001,502614,465181,0,2025-04-14,2025-04-05,1,Subprime,0
2025-05-01,L00396,Gold Loan,West,B001,502614,465181,0,2025-05-07,,0,Subprime,0
2025-06-01,L00396,Gold Loan,West,B001,502614,465181,0,2025-06-13,,0,Subprime,0
2025-07-01,L00396,Gold Loan,West,B001,502614,456255,0,2025-07-28,2025-07-26,1,Subprime,0
2025-08-01,L00396,Gold Loan,West,B001,502614,448480,0,2025-08-23,2025-08-08,1,Subprime,0
2025-09-01,L00396,Gold Loan,West,B001,502614,439529,0,2025-09-25,2025-09-20,1,Subprime,0
2025-10-01,L00396,Gold Loan,West,B001,502614,433485,0,2025-10-12,2025-10-21,0,Subprime,0
2024-11-01,L00397,Personal Loan,South,B004,186127,183004,0,2024-11-23,2024-11-05,1,Prime,0
2024-12-01,L00397,Personal Loan,South,B004,186127,178351,0,2024-12-18,2024-12-12,1,Prime,0
2025-01-01,L00397,Personal Loan,South,B004,186127,174272,0,2025-01-27,2025-01-23,1,Prime,0
2025-02-01,L00397,Personal Loan,South,B004,186127,174272,30,2025-02-10,,0,Prime,0
2025-03-01,L00397,Personal Loan,South,B004,186127,171552,0,2025-03-16,2025-03-28,0,Prime,0
2025-04-01,L00397,Personal Loan,South,B004,186127,166035,0,2025-04-05,2025-04-27,0,Prime,0
2025-05-01,L00397,Personal Loan,South,B004,186127,166035,0,2025-05-13,,0,Prime,0
2025-06-01,L00397,Personal Loan,South,B004,186127,166035,0,2025-06-20,,0,Prime,0
2025-07-01,L00397,Personal Loan,South,B004,186127,164148,0,2025-07-06,2025-07-02,1,Prime,0
2025-08-01,L00397,Personal Loan,South,B004,186127,164148,0,2025-08-26,,0,Prime,0
2025-09-01,L00397,Personal Loan,South,B004,186127,162025,0,2025-09-11,2025-09-14,0,Prime,0
2025-10-01,L00397,Personal Loan,South,B004,186127,162025,0,2025-10-09,,0,Prime,0
2024-11-01,L00398,Home Loan,Central,B015,109476,106909,0,2024-11-28,2024-11-02,1,Prime,0
2024-12-01,L00398,Home Loan,Central,B015,109476,105151,0,2024-12-25,2024-12-28,0,Prime,0
2025-01-01,L00398,Home Loan,Central,B015,109476,102553,0,2025-01-20,2025-01-22,0,Prime,0
2025-02-01,L00398,Home Loan,Central,B015,109476,102553,0,2025-02-18,,0,Prime,0
2025-03-01,L00398,Home Loan,Central,B015,109476,100884,0,2025-03-03,2025-03-22,0,Prime,0
2025-04-01,L00398,Home Loan,Central,B015,109476,100884,0,2025-04-15,,0,Prime,0
2025-05-01,L00398,Home Loan,Central,B015,109476,100884,0,2025-05-12,,0,Prime,0
2025-06-01,L00398,Home Loan,Central,B015,109476,100884,0,2025-06-03,,0,Prime,0
2025-07-01,L00398,Home Loan,Central,B015,109476,98637,0,2025-07-14,2025-07-03,1,Prime,0
2025-08-01,L00398,Home Loan,Central,B015,109476,96146,0,2025-08-04,2025-08-03,1,Prime,0
2025-09-01,L00398,Home Loan,Central,B015,109476,94146,0,2025-09-27,2025-09-07,1,Prime,0
2025-10-01,L00398,Home Loan,Central,B015,109476,91942,0,2025-10-14,2025-10-14,1,Prime,0
2024-11-01,L00399,Auto Loan,North,B007,65022,63284,0,2024-11-15,2024-11-01,1,Subprime,0
2024-12-01,L00399,Auto Loan,North,B007,65022,61680,0,2024-12-22,2024-12-19,1,Subprime,0
2025-01-01,L00399,Auto Loan,North,B007,65022,61680,0,2025-01-05,,0,Subprime,0
2025-02-01,L00399,Auto Loan,North,B007,65022,61680,0,2025-02-13,,0,Subprime,0
2025-03-01,L00399,Auto Loan,North,B007,65022,60243,0,2025-03-08,2025-03-09,0,Subprime,0
2025-04-01,L00399,Auto Loan,North,B007,65022,59186,0,2025-04-28,2025-04-06,1,Subprime,0
2025-05-01,L00399,Auto Loan,North,B007,65022,57860,0,2025-05-09,2025-05-22,0,Subprime,0
2025-06-01,L00399,Auto Loan,North,B007,65022,56295,0,2025-06-24,2025-06-25,0,Subprime,0
2025-07-01,L00399,Auto Loan,North,B007,65022,56295,0,2025-07-28,,0,Subprime,0
2025-08-01,L00399,Auto Loan,North,B007,65022,55614,0,2025-08-08,2025-08-09,0,Subprime,0
2025-09-01,L00399,Auto Loan,North,B007,65022,53871,0,2025-09-18,2025-09-03,1,Subprime,0
2025-10-01,L00399,Auto Loan,North,B007,65022,53149,0,2025-10-22,2025-10-23,0,Subprime,0
2024-11-01,L00400,Personal Loan,West,B006,115363,114090,0,2024-11-17,2024-11-20,0,Prime,0
2024-12-01,L00400,Personal Loan,West,B006,115363,111253,0,2024-12-23,2024-12-23,1,Prime,0
2025-01-01,L00400,Personal Loan,West,B006,115363,109688,0,2025-01-15,2025-01-14,1,Prime,0
2025-02-01,L00400,Personal Loan,West,B006,115363,108096,0,2025-02-24,2025-02-05,1,Prime,0
2025-03-01,L00400,Personal Loan,West,B006,115363,106206,0,2025-03-26,2025-03-20,1,Prime,0
2025-04-01,L00400,Personal Loan,West,B006,115363,103388,0,2025-04-16,2025-04-08,1,Prime,0
2025-05-01,L00400,Personal Loan,West,B006,115363,99981,0,2025-05-07,2025-05-12,0,Prime,0
2025-06-01,L00400,Personal Loan,West,B006,115363,96945,0,2025-06-12,2025-06-21,0,Prime,0
2025-07-01,L00400,Personal Loan,West,B006,115363,94686,0,2025-07-22,2025-07-03,1,Prime,0
2025-08-01,L00400,Personal Loan,West,B006,115363,92315,0,2025-08-15,2025-08-23,0,Prime,0
2025-09-01,L00400,Personal Loan,West,B006,115363,90922,0,2025-09-21,2025-09-14,1,Prime,0
2025-10-01,L00400,Personal Loan,West,B006,115363,89295,0,2025-10-10,2025-10-06,1,Prime,0
2024-11-01,L00401,Personal Loan,South,B006,25569,25569,60,2024-11-13,,0,Prime,0
2024-12-01,L00401,Personal Loan,South,B006,25569,25569,60,2024-12-17,,0,Prime,0
2025-01-01,L00401,Personal Loan,South,B006,25569,25569,30,2025-01-09,,0,Prime,0
2025-02-01,L00401,Personal Loan,South,B006,25569,25569,30,2025-02-08,,0,Prime,0
2025-03-01,L00401,Personal Loan,South,B006,25569,25509,30,2025-03-04,,0,Prime,0
2025-04-01,L00401,Personal Loan,South,B006,25569,25509,30,2025-04-03,,0,Prime,0
2025-05-01,L00401,Personal Loan,South,B006,25569,25509,30,2025-05-12,,0,Prime,0
2025-06-01,L00401,Personal Loan,South,B006,25569,25492,30,2025-06-06,,0,Prime,0
2025-07-01,L00401,Personal Loan,South,B006,25569,25492,60,2025-07-15,,0,Prime,0
2025-08-01,L00401,Personal Loan,South,B006,25569,25492,30,2025-08-16,,0,Prime,0
2025-09-01,L00401,Personal Loan,South,B006,25569,25492,30,2025-09-23,,0,Prime,0
2025-10-01,L00401,Personal Loan,South,B006,25569,25492,30,2025-10-07,,0,Prime,0
2024-11-01,L00402,Home Loan,West,B013,262351,259626,0,2024-11-11,2024-11-23,0,Prime,0
2024-12-01,L00402,Home Loan,West,B013,262351,255410,0,2024-12-02,2024-12-20,0,Prime,0
2025-01-01,L00402,Home Loan,West,B013,262351,251696,0,2025-01-05,2025-01-06,0,Prime,0
2025-02-01,L00402,Home Loan,West,B013,262351,251696,0,2025-02-01,,0,Prime,0
2025-03-01,L00402,Home Loan,West,B013,262351,249058,0,2025-03-24,2025-03-08,1,Prime,0
2025-04-01,L00402,Home Loan,West,B013,262351,243078,0,2025-04-22,2025-04-27,0,Prime,0
2025-05-01,L00402,Home Loan,West,B013,262351,235310,0,2025-05-26,2025-05-04,1,Prime,0
2025-06-01,L00402,Home Loan,West,B013,262351,232100,0,2025-06-18,2025-06-20,0,Prime,0
2025-07-01,L00402,Home Loan,West,B013,262351,227240,0,2025-07-04,2025-07-26,0,Prime,0
2025-08-01,L00402,Home Loan,West,B013,262351,223312,0,2025-08-24,2025-08-01,1,Prime,0
2025-09-01,L00402,Home Loan,West,B013,262351,223288,0,2025-09-09,,0,Prime,0
2025-10-01,L00402,Home Loan,West,B013,262351,217067,0,2025-10-19,2025-10-01,1,Prime,0
2024-11-01,L00403,Education Loan,Central,B002,336167,329513,0,2024-11-11,2024-11-04,1,Subprime,0
2024-12-01,L00403,Education Loan,Central,B002,336167,329513,0,2024-12-14,,0,Subprime,0
2025-01-01,L00403,Education Loan,Central,B002,336167,329513,30,2025-01-05,,0,Subprime,0
2025-02-01,L00403,Education Loan,Central,B002,336167,319668,0,2025-02-27,2025-02-20,1,Subprime,0
2025-03-01,L00403,Education Loan,Central,B002,336167,311474,0,2025-03-23,2025-03-24,0,Subprime,0
2025-04-01,L00403,Education Loan,Central,B002,336167,307038,0,2025-04-06,2025-04-12,0,Subprime,0
2025-05-01,L00403,Education Loan,Central,B002,336167,307038,0,2025-05-22,,0,Subprime,0
2025-06-01,L00403,Education Loan,Central,B002,336167,299321,0,2025-06-18,2025-06-15,1,Subprime,0
2025-07-01,L00403,Education Loan,Central,B002,336167,290239,0,2025-07-09,2025-07-23,0,Subprime,0
2025-08-01,L00403,Education Loan,Central,B002,336167,290239,0,2025-08-06,,0,Subprime,0
2025-09-01,L00403,Education Loan,Central,B002,336167,290239,0,2025-09-02,,0,Subprime,0
2025-10-01,L00403,Education Loan,Central,B002,336167,282267,0,2025-10-27,2025-10-17,1,Subprime,0
2024-11-01,L00404,Home Loan,East,B009,23317,23046,0,2024-11-06,2024-11-08,0,Standard,0
2024-12-01,L00404,Home Loan,East,B009,23317,22941,0,2024-12-01,,0,Standard,0
2025-01-01,L00404,Home Loan,East,B009,23317,22354,0,2025-01-26,2025-01-23,1,Standard,0
2025-02-01,L00404,Home Loan,East,B009,23317,21728,0,2025-02-14,2025-02-28,0,Standard,0
2025-03-01,L00404,Home Loan,East,B009,23317,21728,0,2025-03-20,,0,Standard,0
2025-04-01,L00404,Home Loan,East,B009,23317,21728,0,2025-04-23,,0,Standard,0
2025-05-01,L00404,Home Loan,East,B009,23317,21331,0,2025-05-02,2025-05-26,0,Standard,0
2025-06-01,L00404,Home Loan,East,B009,23317,21057,0,2025-06-16,2025-06-28,0,Standard,0
2025-07-01,L00404,Home Loan,East,B009,23317,21057,0,2025-07-19,,0,Standard,0
2025-08-01,L00404,Home Loan,East,B009,23317,20618,0,2025-08-15,2025-08-05,1,Standard,0
2025-09-01,L00404,Home Loan,East,B009,23317,20385,0,2025-09-22,2025-09-13,1,Standard,0
2025-10-01,L00404,Home Loan,East,B009,23317,20385,0,2025-10-12,,0,Standard,0
2024-11-01,L00405,Auto Loan,Central,B007,64162,64162,0,2024-11-22,,0,Prime,0
2024-12-01,L00405,Auto Loan,Central,B007,64162,62524,0,2024-12-13,2024-12-20,0,Prime,0
2025-01-01,L00405,Auto Loan,Central,B007,64162,61009,0,2025-01-07,2025-01-14,0,Prime,0
2025-02-01,L00405,Auto Loan,Central,B007,64162,59615,0,2025-02-21,2025-02-17,1,Prime,0
2025-03-01,L00405,Auto Loan,Central,B007,64162,58024,0,2025-03-16,2025-03-04,1,Prime,0
2025-04-01,L00405,Auto Loan,Central,B007,64162,56768,0,2025-04-19,2025-04-21,0,Prime,0
2025-05-01,L00405,Auto Loan,Central,B007,64162,54964,0,2025-05-05,2025-05-21,0,Prime,0
2025-06-01,L00405,Auto Loan,Central,B007,64162,54964,0,2025-06-02,,0,Prime,0
2025-07-01,L00405,Auto Loan,Central,B007,64162,53455,0,2025-07-16,2025-07-17,0,Prime,0
2025-08-01,L00405,Auto Loan,Central,B007,64162,51709,0,2025-08-12,2025-08-18,0,Prime,0
2025-09-01,L00405,Auto Loan,Central,B007,64162,50737,0,2025-09-04,2025-09-25,0,Prime,0
2025-10-01,L00405,Auto Loan,Central,B007,64162,49183,0,2025-10-13,2025-10-02,1,Prime,0
2024-11-01,L00406,Auto Loan,East,B013,348120,348120,30,2024-11-08,,0,Standard,0
2024-12-01,L00406,Auto Loan,East,B013,348120,348120,0,2024-12-20,,0,Standard,0
2025-01-01,L00406,Auto Loan,East,B013,348120,338369,0,2025-01-09,2025-01-22,0,Standard,0
2025-02-01,L00406,Auto Loan,East,B013,348120,328183,0,2025-02-10,2025-02-28,0,Standard,0
2025-03-01,L00406,Auto Loan,East,B013,348120,323759,0,2025-03-27,2025-03-14,1,Standard,0
2025-04-01,L00406,Auto Loan,East,B013,348120,314927,0,2025-04-10,2025-04-10,1,Standard,0
2025-05-01,L00406,Auto Loan,East,B013,348120,304925,0,2025-05-04,2025-05-01,1,Standard,0
2025-06-01,L00406,Auto Loan,East,B013,348120,299987,0,2025-06-19,2025-06-17,1,Standard,0
2025-07-01,L00406,Auto Loan,East,B013,348120,292554,0,2025-07-21,2025-07-28,0,Standard,0
2025-08-01,L00406,Auto Loan,East,B013,348120,292554,0,2025-08-23,,0,Standard,0
2025-09-01,L00406,Auto Loan,East,B013,348120,282654,0,2025-09-15,2025-09-08,1,Standard,0
2025-10-01,L00406,Auto Loan,East,B013,348120,275853,0,2025-10-26,2025-10-13,1,Standard,0
2024-11-01,L00407,Auto Loan,Central,B003,77847,77847,0,2024-11-16,,0,Subprime,0
2024-12-01,L00407,Auto Loan,Central,B003,77847,75761,0,2024-12-22,2024-12-22,1,Subprime,0
2025-01-01,L00407,Auto Loan,Central,B003,77847,74491,0,2025-01-22,2025-01-07,1,Subprime,0
2025-02-01,L00407,Auto Loan,Central,B003,77847,73109,0,2025-02-16,2025-02-07,1,Subprime,0
2025-03-01,L00407,Auto Loan,Central,B003,77847,71891,0,2025-03-23,2025-03-11,1,Subprime,0
2025-04-01,L00407,Auto Loan,Central,B003,77847,70911,0,2025-04-19,2025-04-11,1,Subprime,0
2025-05-01,L00407,Auto Loan,Central,B003,77847,69998,0,2025-05-02,2025-05-08,0,Subprime,0
2025-06-01,L00407,Auto Loan,Central,B003,77847,68729,0,2025-06-27,2025-06-13,1,Subprime,0
2025-07-01,L00407,Auto Loan,Central,B003,77847,66692,0,2025-07-23,2025-07-11,1,Subprime,0
2025-08-01,L00407,Auto Loan,Central,B003,77847,65621,0,2025-08-09,2025-08-02,1,Subprime,0
2025-09-01,L00407,Auto Loan,Central,B003,77847,64183,0,2025-09-16,2025-09-10,1,Subprime,0
2025-10-01,L00407,Auto Loan,Central,B003,77847,62916,0,2025-10-19,2025-10-12,1,Subprime,0
2024-11-01,L00408,Home Loan,West,B010,164933,162910,0,2024-11-05,2024-11-14,0,Standard,0
2024-12-01,L00408,Home Loan,West,B010,164933,160072,0,2024-12-10,2024-12-26,0,Standard,0
2025-01-01,L00408,Home Loan,West,B010,164933,158068,0,2025-01-13,2025-01-06,1,Standard,0
2025-02-01,L00408,Home Loan,West,B010,164933,155933,0,2025-02-20,2025-02-21,0,Standard,0
2025-03-01,L00408,Home Loan,West,B010,164933,155933,0,2025-03-01,,0,Standard,0
2025-04-01,L00408,Home Loan,West,B010,164933,151294,0,2025-04-05,2025-04-05,1,Standard,0
2025-05-01,L00408,Home Loan,West,B010,164933,148371,0,2025-05-23,2025-05-12,1,Standard,0
2025-06-01,L00408,Home Loan,West,B010,164933,143632,0,2025-06-12,2025-06-01,1,Standard,0
2025-07-01,L00408,Home Loan,West,B010,164933,141567,0,2025-07-11,2025-07-02,1,Standard,0
2025-08-01,L00408,Home Loan,West,B010,164933,138311,0,2025-08-14,2025-08-16,0,Standard,0
2025-09-01,L00408,Home Loan,West,B010,164933,138311,0,2025-09-10,,0,Standard,0
2025-10-01,L00408,Home Loan,West,B010,164933,138311,0,2025-10-28,,0,Standard,0
2024-11-01,L00409,Personal Loan,Central,B009,239515,233169,0,2024-11-17,2024-11-24,0,Standard,0
2024-12-01,L00409,Personal Loan,Central,B009,239515,233169,0,2024-12-22,,0,Standard,0
2025-01-01,L00409,Personal Loan,Central,B009,239515,229894,0,2025-01-19,2025-01-22,0,Standard,0
2025-02-01,L00409,Personal Loan,Central,B009,239515,227000,0,2025-02-11,2025-02-13,0,Standard,0
2025-03-01,L00409,Personal Loan,Central,B009,239515,227000,0,2025-03-21,,0,Standard,0
2025-04-01,L00409,Personal Loan,Central,B009,239515,224420,0,2025-04-11,2025-04-06,1,Standard,0
2025-05-01,L00409,Personal Loan,Central,B009,239515,219836,0,2025-05-09,2025-05-02,1,Standard,0
2025-06-01,L00409,Personal Loan,Central,B009,239515,217087,0,2025-06-04,2025-06-24,0,Standard,0
2025-07-01,L00409,Personal Loan,Central,B009,239515,211875,0,2025-07-25,2025-07-08,1,Standard,0
2025-08-01,L00409,Personal Loan,Central,B009,239515,205074,0,2025-08-24,2025-08-19,1,Standard,0
2025-09-01,L00409,Personal Loan,Central,B009,239515,201605,0,2025-09-04,2025-09-11,0,Standard,0
2025-10-01,L00409,Personal Loan,Central,B009,239515,194910,0,2025-10-14,2025-10-02,1,Standard,0
2024-11-01,L00410,Home Loan,North,B006,297261,289655,0,2024-11-24,2024-11-15,1,Standard,0
2024-12-01,L00410,Home Loan,North,B006,297261,283500,0,2024-12-11,2024-12-18,0,Standard,0
2025-01-01,L00410,Home Loan,North,B006,297261,283213,0,2025-01-18,,0,Standard,0
2025-02-01,L00410,Home Loan,North,B006,297261,280088,0,2025-02-27,2025-02-24,1,Standard,0
2025-03-01,L00410,Home Loan,North,B006,297261,280088,0,2025-03-14,,0,Standard,0
2025-04-01,L00410,Home Loan,North,B006,297261,273670,0,2025-04-23,2025-04-17,1,Standard,0
2025-05-01,L00410,Home Loan,North,B006,297261,267322,0,2025-05-16,2025-05-28,0,Standard,0
2025-06-01,L00410,Home Loan,North,B006,297261,258697,0,2025-06-21,2025-06-27,0,Standard,0
2025-07-01,L00410,Home Loan,North,B006,297261,258697,0,2025-07-09,,0,Standard,0
2025-08-01,L00410,Home Loan,North,B006,297261,254235,0,2025-08-15,2025-08-23,0,Standard,0
2025-09-01,L00410,Home Loan,North,B006,297261,246445,0,2025-09-09,2025-09-01,1,Standard,0
2025-10-01,L00410,Home Loan,North,B006,297261,238863,0,2025-10-11,2025-10-15,0,Standard,0
2024-11-01,L00411,Education Loan,Central,B005,104450,104450,30,2024-11-17,,0,Standard,0
2024-12-01,L00411,Education Loan,Central,B005,104450,104450,30,2024-12-10,,0,Standard,0
2025-01-01,L00411,Education Loan,Central,B005,104450,104450,30,2025-01-05,,0,Standard,0
2025-02-01,L00411,Education Loan,Central,B005,104450,104450,30,2025-02-22,,0,Standard,0
2025-03-01,L00411,Education Loan,Central,B005,104450,104450,30,2025-03-09,,0,Standard,0
2025-04-01,L00411,Education Loan,Central,B005,104450,104450,60,2025-04-11,,0,Standard,0
2025-05-01,L00411,Education Loan,Central,B005,104450,104248,30,2025-05-14,,0,Standard,0
2025-06-01,L00411,Education Loan,Central,B005,104450,104248,30,2025-06-01,,0,Standard,0
2025-07-01,L00411,Education Loan,Central,B005,104450,104248,60,2025-07-27,,0,Standard,0
2025-08-01,L00411,Education Loan,Central,B005,104450,104248,30,2025-08-16,,0,Standard,0
2025-09-01,L00411,Education Loan,Central,B005,104450,104248,30,2025-09-03,,0,Standard,0
2025-10-01,L00411,Education Loan,Central,B005,104450,104248,30,2025-10-04,,0,Standard,0
2024-11-01,L00412,Auto Loan,Central,B010,151865,151865,0,2024-11-08,,0,Standard,0
